Energy (eV),Spectrum (Gw/sr/eV),Time (ns)
0,0.00539775304392898,1
2.48624312156078,0.00626075313976812,1
4.97248624312156,0.00712004264619839,1
7.45872936468234,0.00797562784987052,1
9.94497248624312,0.00882751503743521,1
12.4312156078039,0.0096757104955432,1
14.9174587293647,0.0105202205108452,1
17.4037018509255,0.0113610513699919,1
19.8899449724862,0.0121982093596341,1
22.376188094047,0.0130317007664224,1
24.8624312156078,0.0138615318770076,1
27.3486743371686,0.0146877089780405,1
29.8349174587294,0.0155102383561716,1
32.3211605802902,0.0163291262980518,1
34.8074037018509,0.0171443790903318,1
37.2936468234117,0.0179560030196622,1
39.7798899449725,0.0187640043726939,1
42.2661330665333,0.0195683894360774,1
44.7523761880941,0.0203691644964636,1
47.2386193096548,0.0211663358405032,1
49.7248624312156,0.0219599097548468,1
52.2111055527764,0.0227498925261452,1
54.6973486743372,0.0235362904410492,1
57.183591795898,0.0243191097862094,1
59.6698349174587,0.0250983568482765,1
62.1560780390195,0.0258740379139013,1
64.6423211605803,0.0266461592697345,1
67.1285642821411,0.0274147272024269,1
69.6148074037019,0.028179747998629,1
72.1010505252626,0.0289412279449917,1
74.5872936468234,0.0296991733281657,1
77.0735367683842,0.0304535904348016,1
79.559779889945,0.0312044855515503,1
82.0460230115058,0.0319518649650624,1
84.5322661330665,0.0326957349619886,1
87.0185092546273,0.0334361018289797,1
89.5047523761881,0.0341729718526864,1
91.9909954977489,0.0349063513197594,1
94.4772386193097,0.0356362465168494,1
96.9634817408704,0.0363626637306072,1
99.4497248624312,0.0370856092476834,1
101.935967983992,0.0378050893547288,1
104.422211105553,0.038521110338394,1
106.908454227114,0.03923367848533,1
109.394697348674,0.0399428000821872,1
111.880940470235,0.0406484814156165,1
114.367183591796,0.0413507287722686,1
116.853426713357,0.0420495484387942,1
119.339669834917,0.042744946701844,1
121.825912956478,0.0434369298480687,1
124.312156078039,0.0441255041641191,1
126.7983991996,0.0448106759366458,1
129.284642321161,0.0454924514522996,1
131.770885442721,0.0461708369977313,1
134.257128564282,0.0468458388595915,1
136.743371685843,0.0475174633245309,1
139.229614807404,0.0481857166792003,1
141.715857928964,0.0488506052102504,1
144.202101050525,0.0495121352043319,1
146.688344172086,0.0501703129480955,1
149.174587293647,0.0508251447281919,1
151.660830415208,0.0514766368312719,1
154.147073536768,0.0521247955439862,1
156.633316658329,0.0527696271529855,1
159.11955977989,0.0534111379449205,1
161.605802901451,0.054049334206442,1
164.092046023012,0.0546842222242006,1
166.578289144572,0.0553158082848471,1
169.064532266133,0.0559440986750322,1
171.550775387694,0.0565690996814066,1
174.037018509255,0.0571908175906211,1
176.523261630815,0.0578092586893263,1
179.009504752376,0.058424429264173,1
181.495747873937,0.0590363356018118,1
183.981990995498,0.0596449839888936,1
186.468234117059,0.060250380712069,1
188.954477238619,0.0608518179094349,1
191.44072036018,0.0614423891549511,1
193.926963481741,0.0620209218261038,1
196.413206603302,0.0625881271529071,1
198.899449724862,0.0631447163653754,1
201.385692846423,0.0636914006935231,1
203.871935967984,0.0642288913673643,1
206.358179089545,0.0647578996169135,1
208.844422211106,0.0652791366721848,1
211.330665332666,0.0657933137631926,1
213.816908454227,0.0663011421199512,1
216.303151575788,0.0668033329724748,1
218.789394697349,0.0673005975507779,1
221.275637818909,0.0677936470848746,1
223.76188094047,0.0682831928047793,1
226.248124062031,0.0687699459405061,1
228.734367183592,0.0692546177220696,1
231.220610305153,0.069737919379484,1
233.706853426713,0.0702205621427634,1
236.193096548274,0.0707032572419223,1
238.679339669835,0.0711867159069749,1
241.165582791396,0.0716716493679356,1
243.651825912957,0.0721587688548185,1
246.138069034517,0.0726487855976381,1
248.624312156078,0.0731424108264086,1
251.110555277639,0.0736403557711444,1
253.5967983992,0.0741433316618596,1
256.08304152076,0.0746520497285686,1
258.569284642321,0.0751672212012857,1
261.055527763882,0.0756895573100252,1
263.541770885443,0.0762197692848014,1
266.028014007004,0.0767585683556286,1
268.514257128564,0.077306665752521,1
271.000500250125,0.077864772705493,1
273.486743371686,0.0784336004445589,1
275.972986493247,0.0790138601997329,1
278.459229614807,0.0796062632010294,1
280.945472736368,0.0802115206784627,1
283.431715857929,0.080830343862047,1
285.91795897949,0.0814672690377732,1
288.404202101051,0.0821309379342341,1
290.890445222611,0.0828209499333023,1
293.376688344172,0.0835365558933053,1
295.862931465733,0.0842770066725708,1
298.349174587294,0.0850415531294264,1
300.835417708854,0.0858294461221997,1
303.321660830415,0.0866399365092183,1
305.807903951976,0.0874722751488098,1
308.294147073537,0.0883257128993018,1
310.780390195098,0.0891995006190218,1
313.266633316658,0.0900928891662976,1
315.752876438219,0.0910051293994568,1
318.23911955978,0.0919354721768268,1
320.725362681341,0.0928831683567354,1
323.211605802902,0.09384746879751,1
325.697848924462,0.0948276243574785,1
328.184092046023,0.0958228858949682,1
330.670335167584,0.0968325042683069,1
333.156578289145,0.0978557303358222,1
335.642821410705,0.0988918149558416,1
338.129064532266,0.0999400089866927,1
340.615307653827,0.100999563286703,1
343.101550775388,0.102069728714201,1
345.587793896949,0.103149756127513,1
348.074037018509,0.104238896384967,1
350.56028014007,0.105336400344891,1
353.046523261631,0.106441518865612,1
355.532766383192,0.107553502805459,1
358.019009504752,0.108671603022758,1
360.505252626313,0.109795070375837,1
362.991495747874,0.110923155723024,1
365.477738869435,0.112055109922646,1
367.963981990996,0.113190183833032,1
370.450225112556,0.114327628312508,1
372.936468234117,0.115466694219402,1
375.422711355678,0.116606632412042,1
377.908954477239,0.117746693748755,1
380.395197598799,0.11888612908787,1
382.88144072036,0.120024189287713,1
385.367683841921,0.121160125206612,1
387.853926963482,0.122293187702895,1
390.340170085043,0.12342262763489,1
392.826413206603,0.124547695860924,1
395.312656328164,0.125667643239324,1
397.798899449725,0.126781720628419,1
400.285142571286,0.127889178886535,1
402.771385692846,0.128989268872001,1
405.257628814407,0.130081241443144,1
407.743871935968,0.131164347458292,1
410.230115057529,0.132237837775772,1
412.71635817909,0.133300963253912,1
415.20260130065,0.134352974751039,1
417.688844422211,0.135393123125482,1
420.175087543772,0.136420659235567,1
422.661330665333,0.137434833939622,1
425.147573786894,0.138434898095976,1
427.633816908454,0.139420102562955,1
430.120060030015,0.140389698198887,1
432.606303151576,0.1413429358621,1
435.092546273137,0.142279066410921,1
437.578789394697,0.143197340703678,1
440.065032516258,0.144097009598698,1
442.551275637819,0.14497732395431,1
445.03751875938,0.145837534628841,1
447.52376188094,0.146676892480617,1
450.010005002501,0.147494648367968,1
452.496248124062,0.148290053149221,1
454.982491245623,0.149062357682702,1
457.468734367184,0.14981081282674,1
459.954977488744,0.150534669439663,1
462.441220610305,0.151233178379798,1
464.927463731866,0.151905590505472,1
467.413706853427,0.152551156675013,1
469.899949974988,0.153169127746749,1
472.386193096548,0.153758754579008,1
