Energy (eV),Spectrum (Gw/sr/eV),Time (ns)
0,0.000448179420943203,4
2.48624312156078,0.000566860576002567,4
4.97248624312156,0.000683765616837492,4
7.45872936468234,0.000798899836427228,4
9.94497248624312,0.000912268527751025,4
12.4312156078039,0.00102387698378813,4
14.9174587293647,0.0011337304975178,4
17.4037018509255,0.00124183436191929,4
19.8899449724862,0.00134819386997183,4
22.376188094047,0.00145281431465469,4
24.8624312156078,0.00155570098894711,4
27.3486743371686,0.00165685918582834,4
29.8349174587294,0.00175629419827764,4
32.3211605802902,0.00185401131927425,4
34.8074037018509,0.00195001584179742,4
37.2936468234117,0.00204431305882641,4
39.7798899449725,0.00213690826334047,4
42.2661330665333,0.00222780674831883,4
44.7523761880941,0.00231701380674077,4
47.2386193096548,0.00240453473158552,4
49.7248624312156,0.00249037481583233,4
52.2111055527764,0.00257453935246046,4
54.6973486743372,0.00265703363444916,4
57.183591795898,0.00273786295477768,4
59.6698349174587,0.00281703260642526,4
62.1560780390195,0.00289454788237116,4
64.6423211605803,0.00297041407559462,4
67.1285642821411,0.0030446364790749,4
69.6148074037019,0.00311722038579126,4
72.1010505252626,0.00318817108872293,4
74.5872936468234,0.00325749388084917,4
77.0735367683842,0.00332519405514922,4
79.559779889945,0.00339127690460235,4
82.0460230115058,0.0034557477221878,4
84.5322661330665,0.00351861180088481,4
87.0185092546273,0.00357987443367265,4
89.5047523761881,0.00363954091353056,4
91.9909954977489,0.00369761653343779,4
94.4772386193097,0.00375410658637358,4
96.9634817408704,0.0038090163653172,4
99.4497248624312,0.0038623511632479,4
101.935967983992,0.00391411627314491,4
104.422211105553,0.0039643169879875,4
106.908454227114,0.0040129586007549,4
109.394697348674,0.00406004640442638,4
111.880940470235,0.00410558569198119,4
114.367183591796,0.00414958175639856,4
116.853426713357,0.00419203989065776,4
119.339669834917,0.00423296538773804,4
121.825912956478,0.00427236354061864,4
124.312156078039,0.00431023964227881,4
126.7983991996,0.00434659898569781,4
129.284642321161,0.00438144686385488,4
131.770885442721,0.00441478856972928,4
134.257128564282,0.00444662939630025,4
136.743371685843,0.00447697463654705,4
139.229614807404,0.00450582958344893,4
141.715857928964,0.00453319952998513,4
